dim,max_L,num_delays,use_delays,maxiter,optimizer_name,loss_name,tol,max_evals,symmetric_delays,constant_learning_rate,num_tests,filename,num_test_initials,print_log,vary_percent,hyper_minimize,clip_grad,clip_val,delay_type,min_val,max_val,test_time,percent_converge,num_initial_values,learning_rate,best_loss
100,1,0,False,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Undelayed,1000,False,0.1,loss,False,1.0,undelayed,-5.12,5.12,1867.742,0.47634,50000,0.422197727383268,1779.8941511115352
100,1,0,False,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Undelayed,1000,False,0.1,loss,False,1.0,undelayed,-5.12,5.12,1872.95,0.42106,50000,0.074165514750945,1874.8667905285893
100,1,0,False,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Undelayed,1000,False,0.1,loss,False,1.0,undelayed,-5.12,5.12,1849.721,0.38718,50000,0.09322880070323,1917.6985727924464
1000,1,0,False,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Undelayed,1000,False,0.1,loss,False,1.0,undelayed,-5.12,5.12,3579.17,0.36,50000,0.429260520943369,17864.90493747904
1000,1,0,False,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Undelayed,1000,False,0.1,loss,False,1.0,undelayed,-5.12,5.12,3572.754,0.42,50000,0.8107820605444981,18252.515939821853
1000,1,0,False,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Undelayed,1000,False,0.1,loss,False,1.0,undelayed,-5.12,5.12,3567.107,0.36,50000,0.008958727743742,18777.288475893307
1000,1,0,False,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Undelayed,1000,False,0.1,loss,False,1.0,undelayed,-5.12,5.12,3564.988,0.3,50000,0.042421002435925,19226.35186669399
1000,1,0,False,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Undelayed,1000,False,0.1,loss,False,1.0,undelayed,-5.12,5.12,3545.58,0.34,50000,0.7887732403905631,19977.00757841381
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,875.253,1.0,50000,0.37292680000678,15.147006588107136
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,874.242,1.0,50000,0.421585913630657,15.177995427074633
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,879.857,1.0,50000,1.3389028762309572,15.29798336279
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,877.683,1.0,50000,1.309086982839596,15.3813250987486
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,874.618,1.0,50000,1.019292875134055,15.390447131732705
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2212.935,0.41728,50000,1.06942104950744,32.692047805395696
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2112.988,0.39126,50000,0.9269821929703692,33.399003676140886
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1624.961,0.38272,50000,0.84213894703623,33.42200500136022
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1976.604,0.38336,50000,0.079521113465797,33.548347360778195
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1935.889,0.37818,50000,0.025300031856464,33.67674479665699
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.854,1.0,50000,0.153479682776555,34.124589331820545
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.314,1.0,50000,0.8826494137796551,34.38719498418774
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.283,1.0,50000,0.514659702486807,34.40688217663226
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.304,1.0,50000,0.967997921914248,34.46821569243323
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.221,1.0,50000,0.452504449654984,34.613600539982336
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.24,1.0,50000,0.262704096596654,34.67781956123841
2,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.297,1.0,50000,1.125314485082424,34.842448204078835
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.204,1.0,50000,0.6810196586570041,34.9074380906186
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.207,1.0,50000,1.071363191562986,35.205885082504295
2,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,4.024,1.0,50000,1.3153029152893612,35.35235111400647
2,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,4.101,1.0,50000,0.711578289004627,33.65022230086057
2,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,4.072,1.0,50000,1.156801780583185,33.68528327196885
2,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,6.655,1.0,50000,0.8492350211455061,33.78579698363949
2,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.864,1.0,50000,0.36356927179208,33.855278465785275
2,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.991,1.0,50000,0.900035155376359,33.985889730865594
2,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.443,1.0,50000,0.11020721621419,33.99754769466769
2,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.809,1.0,50000,0.640786851850581,34.36702411360545
2,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,4.08,1.0,50000,0.32468553089765,34.591456171116455
2,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.449,1.0,50000,1.316140408619184,34.84042711919237
2,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_2d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.816,1.0,50000,0.429293144672793,34.913539436204104
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1197.028,1.0,50000,0.852616746271813,37.27880887316381
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1201.912,1.0,50000,0.37651865950449,39.31348384431773
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1200.598,1.0,50000,1.429900252438291,39.65446495264661
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1201.179,1.0,50000,0.5845600435182681,40.48383746801109
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1193.999,1.0,50000,0.6867033060722181,41.75599467654261
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2611.376,0.04004,50000,0.5772985594857231,142.4404976186679
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,3017.828,0.0307,50000,0.248961148109262,144.1904061104574
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,3635.546,0.0458,50000,1.429175658839396,147.37789570135092
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2878.246,0.05102,50000,0.402346964043919,148.26316013956531
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2899.519,0.03058,50000,1.072142152302009,149.0244993758846
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.489,1.0,50000,0.369772175392371,161.78885562134687
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.908,1.0,50000,1.24800826678801,163.7354250932271
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.5460000000000003,1.0,50000,0.2424914521763,167.74104645440823
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.873,1.0,50000,1.487543713607229,169.73938271627682
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.49,1.0,50000,0.477689888324152,169.75610761978493
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.565,1.0,50000,1.216463972589755,170.35065521586205
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.588,1.0,50000,1.4591126366133191,171.23149260045602
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.564,1.0,50000,0.683491797930586,172.0241123980077
10,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.534,1.0,50000,0.227072524942829,174.40389948964096
10,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,4.08,1.0,50000,1.292784225865973,175.1561707207798
10,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.646,1.0,50000,0.095075055269187,168.91430081053431
10,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.619,1.0,50000,0.230536002792755,170.90888408910862
10,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.594,1.0,50000,0.214711102007596,170.94385137727656
10,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.95,1.0,50000,0.776913085714642,170.96058767795168
10,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,4.015,1.0,50000,1.261021004829915,171.17753626044552
10,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.93,1.0,50000,0.5387480752531091,171.4292863702819
10,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.576,1.0,50000,1.246105346503239,173.56505021702492
10,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.926,1.0,50000,0.651439375364064,173.72229415434768
10,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,4.292,1.0,50000,1.088222256555996,174.4194825420821
10,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_10d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,3.928,1.0,50000,0.362865110688409,179.51843235399164
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1379.872,1.0,50000,0.583035779353385,369.07765179746025
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1386.095,1.0,50000,0.339049555458747,390.9309160798399
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1393.591,1.0,50000,0.182617429292752,399.21812002394216
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1422.742,1.0,50000,0.98737500736964,400.5940668569256
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,1389.181,1.0,50000,0.780993149639008,449.426642445748
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,4585.183,0.03314,50000,0.356809582249361,1403.8491713657795
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,3384.693,4e-05,50000,0.382754357349897,1425.0621552810435
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,4675.229,0.00024,50000,0.41731420130994,1444.6866153248566
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,3681.155,0.0489,50000,1.109492208808218,1478.888575138437
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,4722.222,8e-05,50000,0.365139164005833,1504.649960246198
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.428,1.0,50000,0.823846098674548,1728.0432907321792
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.58,1.0,50000,0.6578371867566171,1728.0450090091456
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.572,1.0,50000,0.117122270309426,1734.3132163057965
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.472,1.0,50000,1.069781259621311,1739.2124080045348
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.42,1.0,50000,1.436034634481493,1743.7405470103845
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.722,1.0,50000,1.214069150461944,1743.7674182227263
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.415,1.0,50000,0.30969175152471,1744.1596372459242
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.599,1.0,50000,1.14075219451147,1755.0469098105789
100,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.647,1.0,50000,0.089826773953488,1768.0889400030076
100,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.413,1.0,50000,1.464906651038702,1775.344980694149
100,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.633,1.0,50000,1.2753997208340802,1674.5183514115845
100,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.639,1.0,50000,0.456710886158326,1703.2254384767332
100,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.916,1.0,50000,0.911033857968654,1706.0164882976335
100,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.607,1.0,50000,0.8864880749040861,1707.6445752106276
100,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.247,1.0,50000,1.147894123115358,1711.8267517334014
100,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.244,1.0,50000,1.295547439239766,1719.8345383382891
100,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.676,1.0,50000,0.14719373281879,1722.9240119316892
100,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.249,1.0,50000,1.492096189996197,1731.146397014887
100,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.272,1.0,50000,0.376462005104231,1740.498326862226
100,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_100d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,5.7780000000000005,1.0,50000,0.5105368920606961,1742.5271851990074
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2485.502,1.0,50000,0.139450849671501,3830.972990415823
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2518.513,1.0,50000,0.394121032315608,3837.0963933422127
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2497.881,1.0,50000,0.986255719161098,3984.308015312883
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2497.1,1.0,50000,0.7838518164825391,4008.214585312185
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Stochastic,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,2500.535,1.0,50000,0.554794093834852,4188.261434088047
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,10469.995,0.0,50000,0.911258598087952,14464.01959556886
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,9309.811,0.0,50000,0.928896712321946,14629.778995615125
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,7071.305,0.0,50000,0.275681417191099,14729.933679729376
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,3659.755,0.0,50000,0.502372695976694,14752.093113555327
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_StochasticFull,1000,False,0.1,loss,False,1.0,stochastic,-5.12,5.12,8935.951,0.0,50000,1.2383064564737651,15411.16597686303
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,58.297,1.0,50000,0.211972943955693,16730.660049383656
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,57.985,1.0,50000,0.355336698410908,16744.26348483728
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,57.676,1.0,50000,0.5995815377857601,16829.47902131015
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,58.136,1.0,50000,0.201120563281174,16953.786615983707
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,57.55,1.0,50000,0.054405001557983,17157.79948178627
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,61.105,1.0,50000,1.304857860730165,17244.294082566437
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,58.415,1.0,50000,0.8922908910536961,17294.684928022416
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,57.917,1.0,50000,1.486702798327596,17318.084560335516
1000,1,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_UniformFull,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,59.848,1.0,50000,0.397547957669979,17486.021991729587
1000,1,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Uniform,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,56.965,1.0,50000,0.431443932404212,17576.531285119894
1000,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,63.037,1.0,50000,1.19358155947993,16666.415920292307
1000,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,59.766,1.0,50000,1.008763126805927,16951.8955531496
1000,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,61.365,1.0,50000,0.006359227441,16955.466252708575
1000,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,62.288,1.0,50000,0.128796762978467,16974.456262364773
1000,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,59.884,1.0,50000,1.496350073415672,16991.80556879489
1000,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,60.127,1.0,50000,0.004578686073965,17141.239751990994
1000,2,1000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_Uniform_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,59.736,1.0,50000,1.410312926740458,17278.7497008077
1000,2,2000,True,2000,Adam,Rastrigin,1e-05,10,True,True,5,Rast_1000d_UniformFull_2L,1000,False,0.1,loss,False,1.0,uniform,-5.12,5.12,63.1,1.0,50000,1.495548904567988,17354.904851076222
